小韻號,藤田條目號,韻目原貌,音韻地位,代表字,反切上字,反切下字,反切上字-又,反切下字-又,直音,反切上字地位,反切下字地位,反切上字地位-又,反切下字地位-又,對應廣韻小韻號,兩家差異注釋,代表字釋義,代表字釋義-又（又 = 李永富資料之與前一列不同者）
2707,15024,沁,生開三侵去,滲,所,禁,,,,生開三魚上,見開三B侵去,,,3094,,〻漉.所禁反.一.,滲漉.所禁反.一.
2708,15026,沁,徹開三侵去,闖,丑,禁,,,,徹三尤上,見開三B侵去,,,3095,,馬徔門出㒵.丑禁反.一.,馬從門出皃.丑禁反.一.
2709,15028,沁,莊開三侵去,譖,側,䜟,,,,莊開三蒸入,初開三侵去,,,3096,,讒.側䜟反.一.,
2710,15029,沁,初開三侵去,䜟,楚,譖,,,,初開三魚上,莊開三侵去,,,3097,,〻書.楚譖反.一.,讖書.楚譖反.一.
2711,15030,沁,知開三侵去,揕,陟,鴆,,,,知開三蒸入,澄開三侵去,,,3099,,擬撃.史記右手揕其胷.陟鴆反.二.,擬擊.史記右手揕其胷.陟鴆反.二.
2712,15036,豔,以開三鹽去,豔,以,贍,,,,以開三之上,常開三鹽去,,,3128,,羙色.亦作艶.以贍反.三.,美色.亦作艶.以贍反.三.
2713,15043,豔,常開三鹽去,贍,市,豔,,,,常開三之上,以開三鹽去,,,3129,,賙.市豔反.一.,
2714,15044,豔,日開三鹽去,染,而,贍,,,,日開三之平,常開三鹽去,,,3130,,而贍反.又如檢反.一.,
2715,15046,豔,影開三A鹽去,厭,扵,豔,,,,影開三C魚平,以開三鹽去,,,3131,,扵豔反.三.,
2716,15050,豔,幫三B鹽去,窆,方,驗,,,,幫三C陽平,疑開三B鹽去,,,3132,,下棺.方驗反.又方鄧反.二.,
2717,15052,豔,疑開三B鹽去,驗,語,窆,,,,疑開三C魚上,幫三B鹽去,,,3133,,證.語窆反.二.,
2718,15055,豔,書開三鹽去,閃,式,贍,,,,書開三蒸入,常開三鹽去,,,3134,,闚.式贍反.又舒𣫍反.二.,闚.式贍反.又舒斂反.二.
2719,15059,豔,精開三鹽去,𡄑,子,豔,,,,精開三之上,以開三鹽去,,,3135,,不廉.子豔反.一.,
2720,15060,豔,清開三鹽去,壍,七,贍,,,,清開三真入,常開三鹽去,,,3136,,遶城水.七贍反.二.,
2721,15062,豔,來開三鹽去,殮,力,驗,,,,來開三蒸入,疑開三B鹽去,,,3137,,𣩵殮.力驗反.三.,殯殮.力驗反.二.
2722,15077,㮇,透開四添去,㮇,他,念,,,,透開一歌平,泥開四添去,,,3143,,火杖.他念反.二.,
2723,15082,㮇,泥開四添去,念,奴,店,,,,泥一模平,端開四添去,,,3144,,奴店反.一.,
2724,15084,㮇,端開四添去,店,都,念,,,,端一模平,泥開四添去,,,3145,,都念反.五.,
2725,15096,㮇,心開四添去,䃱,先,念,,,,心開四先平,泥開四添去,,,3146,,〻磹電光.先念反.一.,䃸磹電光.先念反.一.
2726,15097,㮇,定開四添去,磹,徒,念,,,,定一模平,泥開四添去,,,3147,,徒念反.一.,
2727,15098,㮇,見開四添去,趝,紀,念,,,,見開三C之上,泥開四添去,,,3148,,疾行㒵.紀念反.一.,疾行皃.紀念反.一.
2728,15099,㮇,影開四添去,酓,扵,念,,,,影開三C魚平,泥開四添去,,,3149,,苦味.扵念反.一.,
2729,15100,㮇,精開四添去,僭,子,念,,,,精開三之上,泥開四添去,,,3150,,擬.子念反.一.,
2730,15101,㮇,從開四添去,䁮,漸,念,,,,從開三鹽上,泥開四添去,,,3151,,閇目思.漸念反.一.,閉目思.漸念反.一.
2731,15102,㮇,見開四添去,兼,古,念,,,,見一模上,泥開四添去,,,3152,,古念反.又古嫌反.二.,
2732,15104,㮇,溪開四添去,傔,苦,念,,,,溪一模上,泥開四添去,,,3153,,〻徔.苦念反.一.,傔從.苦念反.一.
2733,15106,證,章開三蒸去,證,諸,譍,,,,章開三魚平,影開三C蒸去,,,3005,,驗.諸譍反.二.,
2734,15108,證,以開三蒸去,孕,以,證,,,,以開三之上,章開三蒸去,,,3006,,懐子.以證反.四.,懷子.以證反.四.
2735,15113,證,船開三蒸去,乘,實,證,,,,船開三真入,章開三蒸去,,,3007,,車乗.實證反.又食𨹧反.三.,車乘.實證反.又食陵反.三.
2736,15118,證,日開三蒸去,認,而,證,,,,日開三之平,章開三蒸去,,,3008,,〻物.而證反.又而振反.三.,認物.而證反.又而振反.三.
2737,15122,證,影開三C蒸去,譍,扵,證,,,,影開三C魚平,章開三蒸去,,,3009,,以言對.扵證反.二.,
2738,15124,證,精開三蒸去,甑,子,孕,,,,精開三之上,以開三蒸去,,,3010,,子孕反.一.,
2739,15128,證,曉開三C蒸去,興,許,譍,,應,,曉開三C魚上,影開三C蒸去,,,3011,,許譍反.又許𨹧反.二.,許應反.又許陵反.二.
2740,15131,證,書開三蒸去,勝,詩,證,,,,書開三之平,章開三蒸去,,,3012,,〻負.詩證反.又詩陵反.三.,勝負.詩證反.又詩陵反.三.
2741,15135,證,澄開三蒸去,眙,丈,證,,,,澄開三陽上,章開三蒸去,,,3013,,直視.丈證反.一.,
2742,15136,證,來開三蒸去,𩜁,里,甑,,,,來開三之上,精開三蒸去,,,3014,,馬食穀多氣𣴑下.里甑反.一.,馬食穀多氣流下.里甑反.一.
2743,15144,嶝,端開一登去,嶝,都,鄧,,,,端一模平,定開一登去,,,3021,,小坂.都鄧反.三.,
2744,15149,嶝,從開一登去,贈,昨,亘,,,,從開一唐入,見開一登去,,,3022,,昨亘反.一.,
2745,15151,嶝,見開一登去,亘,古,鄧,,,,見一模上,定開一登去,,,3023,,通.度.古鄧反.四.,
2746,15157,嶝,清開一登去,蹭,七,贈,,,,清開三真入,從開一登去,,,3024,,〻蹬.七贈反.一.,蹭蹬.七贈反.一.
2747,15158,嶝,定開一登去,鄧,徒,亘,,,,定一模平,見開一登去,,,3025,,囯名.徒亘反.二.,國名.徒亘反.二.
2748,15162,嶝,明一登去,懵,武,亘,,,,明三C虞上,見開一登去,,,3026,,悶.武亘反.二.,
2749,15167,嶝,來開一登去,僜,魯,鄧,,,,來一模上,定開一登去,,,3029,,〻蹬.魯鄧反.一.,倰僜.魯鄧反.一.
2750,15170,嶝,幫一登去,𥦜,方,鄧,,,,幫三C陽平,定開一登去,,,3027,,束棺下之.方鄧反.一.,
2751,15175,陷,匣開二咸去,陷,戸,韽,,,,匣一模上,影開二咸去,,,3159,,戸韽反.二.,戸韽反.三.
2752,15179,陷,影開二咸去,韽,扵,陷,,,,影開三C魚平,匣開二咸去,,,3160,,下入聲.扵陷反.三.,
2753,15182,陷,莊開二咸去,蘸,滓,陷,,,,莊開三之上,匣開二咸去,,,3161,,以物内水.滓陷反.一.,
2754,15183,陷,知開二咸去,𪉜,都,陷,,,,端一模平,匣開二咸去,,,3162,,鹹多.都陷反.一.,
2755,15185,陷,溪開二咸去,㪠,口,陷,,,,溪一侯上,匣開二咸去,,,3163,,喙.口陷反.又口咸反.一.,
2756,15186,陷,澄開二咸去,𧸖,佇,陷,,,,澄開三魚上,匣開二咸去,,,3164,,重賣.佇陷反.一.,
2757,15194,鑑,見開二銜去,鑑,格,懴,,,,見開二庚入,初開二銜去,,,3169,,鏡.格懴反.二.,
2758,15198,鑑,初開二銜去,懴,楚,鑑,,,,初開三魚上,見開二銜去,,,3170,,自陳.楚鑑反.三.,
2759,15202,鑑,莊開二銜去,覱,子,鑑,,,,精開三之上,見開二銜去,,,3171,,〻㒈髙危㒵.子鑑反.一.,覱㒈髙危皃.子鑑反.一.
2760,15204,鑑,曉開二銜去,㒈,許,鑑,,,,曉開三C魚上,見開二銜去,,,3173,,許鑑反.一.,
2761,15206,鑑,生開二銜去,釤,所,鑑,,,,生開三魚上,見開二銜去,,,3172,,大鐮.所鑑反.一.,大鎌.所鑑反.一.
2762,15207,鑑,並二銜去,埿,蒲,鑑,,,,並一模平,見開二銜去,,,3174,,深泥.亦作湴.蒲鑑反.一.,
2763,15208,鑑,匣開二銜去,㽉,胡,懴,,,,匣一模平,初開二銜去,,,3175,,大瓮.續漢書盗伏扵㽉下.胡懴反.一.,大瓮.續漢書盜伏於㽉下.胡懴反.一.
2764,15211,鑑,崇開二銜去,鑱,士,懴,,,,崇開三之上,初開二銜去,,,3176,,〻圡具.士懴反.又士銜反.一.,鑱土具.士懴反.又士銜反.一.
2765,15221,梵,並三C凡去,梵,扶,泛,,,,並三C虞平,滂三C凡去,,,3178,,〻聲.扶泛反.二.,梵聲.扶泛反.二.
2766,15224,梵,滂三C凡去,泛,敷,梵,,,,滂三C虞平,並三C凡去,,,3179,,浮.敷梵反.一.,
2767,15228,梵,見開三C嚴去,劔,舉,欠,,,,見開三C魚上,溪開三C嚴去,,,3180,李永富無此小韻,舉欠反.一.,
2768,15229,梵,溪開三C嚴去,欠,去,劔,,,,溪開三C魚去,見開三C嚴去,,,3181,李永富無此小韻,張口.去劔反.一.,
2769,15230,梵,影開三C嚴去,俺,扵,劔,,,,影開三C魚平,見開三C嚴去,,,3182,李永富無此小韻,大.扵劔反.一.,
2770,15236,屋,影一東入,屋,烏,谷,,,,影一模平,見一東入,,,3183,,烏谷反.一.,
2771,15238,屋,定一東入,獨,徒,谷,,,,定一模平,見一東入,,,3184,,徒谷反.十六.,
2772,15263,屋,見一東入,穀,古,鹿,,,,見一模上,來一東入,,,3185,,古鹿反.六.,
2773,15273,屋,匣一東入,縠,胡,谷,,,,匣一模平,見一東入,,,3186,,羅縠.胡谷反.五.,
2774,15281,屋,溪一東入,哭,空,谷,,,,溪一東平,見一東入,,,3187,,空谷反.三.,
2775,15287,屋,透一東入,秃,他,谷,,,,透開一歌平,見一東入,,,3188,,他谷反.又他毒反.四.,
2776,15291,屋,心一東入,速,送,谷,,,,心一東去,見一東入,,,3190,,送谷反.六.,
2777,15305,屋,端一東入,𣫔,丁,木,,,,端開四青平,明一東入,,,3189,,〻𣚯動物.丁木反.一.,𣫔𣚯動物.丁木反.一.
2778,15309,屋,來一東入,禄,盧,谷,,,,來一模平,見一東入,,,3191,,盧谷反.十八.,
2779,15339,屋,曉一東入,嗀,呼,木,,,,曉一模平,明一東入,,,3192,,歐聲.呼木反.二.,
2780,15345,屋,從一東入,族,昨,木,,,,從開一唐入,明一東入,,,3193,,昨木反.二.,
2781,15348,屋,精一東入,鏃,作,木,,,,精開一唐入,明一東入,,,3195,,矢末.作木反.一.,
2782,15350,屋,清一東入,瘯,千,木,,,,清開四先平,明一東入,,,3194,,〻瘰病.千木反.三.,瘯瘰病.千木反.三.
2783,15355,屋,並一東入,曝,蒲,木,,,,並一模平,明一東入,,,3196,,日乾.蒲木反.四.,
2784,15363,屋,滂一東入,扑,普,木,,,,滂一模上,明一東入,,,3197,,打.普木反.二.,
2785,15370,屋,幫一東入,卜,博,木,,,,幫一唐入,明一東入,,,3198,,博木反.六.,博木反.五.
2786,15380,屋,明一東入,木,莫,卜,,,,明一唐入,幫一東入,,,3199,,莫卜反.六.,
2787,15391,屋,幫三C東入,福,方,六,,,,幫三C陽平,來三東入,,,3200,,方六反.九.,
2788,15404,屋,並三C東入,伏,房,六,,,,並三C陽平,來三東入,,,3201,,房六反.十一.,
2789,15430,屋,生三東入,縮,所,六,,,,生開三魚上,來三東入,,,3202,,短.所六反.七.,
2790,15441,屋,來三東入,六,力,竹,,,,來開三蒸入,知三東入,,,3203,,力竹反.十一.,
2791,15457,屋,澄三東入,逐,直,六,,,,澄開三蒸入,來三東入,,,3204,,直六反.七.,
2792,15465,屋,見三C東入,菊,舉,竹,,,,見開三C魚上,知三東入,,,3205,,舉竹反.八.,
2793,15485,屋,溪三C東入,麴,驅,竹,,,,溪合三C虞平,知三東入,,,3206,,驅竹反.一.,
2794,15488,屋,常三東入,熟,殊,六,,,,常合三虞平,來三東入,,,3207,,煮.殊六反.五.,
2795,15493,屋,昌三東入,俶,昌,六,,,,昌開三陽平,來三東入,,,3208,,始.昌六反.三.,
2796,15498,屋,以三東入,育,与,逐,,,,以開三魚上,澄三東入,,,3209,,与逐反.十.,
2797,15515,屋,羣三C東入,𩣽,渠,竹,,,,羣開三C魚平,知三東入,,,3210,,馬𨁓躍.渠竹反.六.,馬跳躍.渠竹反.六.
2798,15524,屋,清三東入,鼀,取,育,,,,清合三虞上,以三東入,,,3211,,取育反.二.,
2799,15527,屋,章三東入,粥,之,六,,,,章開三之平,來三東入,,,3213,,〻糜.之六反.三.,粥糜.之六反.三.
2800,15531,屋,日三東入,肉,如,竹,,,,日開三魚平,知三東入,,,3212,,如竹反.三.,
2801,15534,屋,書三東入,叔,式,竹,,,,書開三蒸入,知三東入,,,3214,,式竹反.六.,
2802,15544,屋,曉三C東入,蓄,許,竹,,,,曉開三C魚上,知三東入,,,3215,,冬菜.㦯作稸.許竹反.五.,冬菜.或作稸.許竹反.五.
2803,15551,屋,知三東入,竹,陟,六,,,,知開三蒸入,來三東入,,,3216,,陟六反.四.,
2804,15557,屋,初三東入,珿,初,六,,,,初開三魚平,來三東入,,,3218,,齊.初六反.三.,
2805,15561,屋,精三東入,蹙,子,六,,,,精開三之上,來三東入,,,3217,,迫.子六反.二.,
2806,15574,屋,孃三東入,肭,女,六,,,,孃開三魚上,來三東入,,,3219,,月𦍤見東方.女六反.三.,月朔見東方.女六反.三.
2807,15581,屋,莊三東入,縬,側,六,,,,莊開三蒸入,來三東入,,,3220,,〻文.側六反.一.,縬文.側六反.一.
2808,15582,屋,滂三C東入,蝮,芳,伏,,,,滂三C陽平,並三C東入,,,3221,,〻虵.芳伏反.三.,蝮蛇.芳伏反.三.
2809,15589,屋,影三C東入,郁,扵,六,,,,影開三C魚平,來三東入,,,3222,,文.又郁郅縣在北地.扵六反.十.,
2810,15607,屋,心三東入,肅,息,逐,,,,心開三蒸入,澄三東入,,,3223,,息逐反.八.,
2811,15622,屋,明三C東入,目,莫,六,,,,明一唐入,來三東入,,,3224,,莫六反.六.,
2812,15630,屋,云三C東入,囿,于,目,,,,云合三C虞平,明三C東入,,,3225,,園.于目反.又于救反.一.,
2813,15632,屋,徹三東入,稸,丑,六,,,,徹三尤上,來三東入,,,3226,,〻積.丑六反.一.,稸積.丑六反.一.
2814,15639,沃,影一冬入,沃,烏,酷,,,,影一模平,溪一冬入,,,3229,,灌.烏酷反.三.,
2815,15643,沃,定一冬入,毒,徒,沃,,,,定一模平,影一冬入,,,3230,,徒沃反.三.,
2816,15651,沃,端一冬入,篤,冬,毒,,,,端一冬平,定一冬入,,,3231,,厚.冬毒反.三.,
2817,15656,沃,溪一冬入,酷,苦,沃,,,,溪一模上,影一冬入,,,3232,,䖈.苦沃反.四.,虐.苦沃反.四.
2818,15661,沃,匣一冬入,鵠,胡,沃,,,,匣一模平,影一冬入,,,3233,,鳥.胡沃反.三.,
2819,15666,沃,並一冬入,僕,蒲,沃,,,,並一模平,影一冬入,,,3234,,蒲沃反.三.,
2820,15669,沃,心一冬入,洬,先,篤,,,,心開四先平,端一冬入,,,3235,,雨聲.先篤反.二.,
2821,15671,沃,見一冬入,梏,古,沃,,,,見一模上,影一冬入,,,3236,,手械.古沃反.五.,
2822,15679,沃,明一冬入,瑁,莫,沃,,,,明一唐入,影一冬入,,,3237,,瑇瑁.莫沃反.又莫佩反.二.,
2823,15682,沃,曉一冬入,熇,火,酷,,,,曉合一歌上,溪一冬入,,,3238,,热.火酷反.二.,熱.火酷反.二.
2824,15685,沃,泥一冬入,褥,内,沃,,,,泥合一灰去,影一冬入,,,3239,,小兒愛.内沃反.一.,小𠒇愛.内沃反.一.
2825,15687,沃,精一冬入,傶,將,毒,,,,精開三陽平,定一冬入,,,3240,,邑名.一曰姓.將毒反.一.,
2826,15691,燭,章三鍾入,燭,之,欲,,,,章開三之平,以三鍾入,,,3244,,之欲反.七.,
2827,15702,燭,疑三C鍾入,玉,語,欲,,,,疑開三C魚上,以三鍾入,,,3245,,語欲反.三.,
2828,15706,燭,曉三C鍾入,旭,許,玉,,,,曉開三C魚上,疑三C鍾入,,,3246,,旦.許玉反.三.,
2829,15709,燭,見三C鍾入,輂,居,玉,,,,見開三C魚平,疑三C鍾入,,,3247,,禹𠩄乗.居玉反.五.,禹所乘.居玉反.五.
2830,15720,燭,羣三C鍾入,局,渠,玉,,,,羣開三C魚平,疑三C鍾入,,,3248,,渠玉反.二.,
2831,15724,燭,常三鍾入,蜀,市,玉,,,,常開三之上,疑三C鍾入,,,3249,,市玉反.五.,
2832,15732,燭,昌三鍾入,觸,尺,玉,,,,昌開三清入,疑三C鍾入,,,3250,,突.尺玉反.二.,
2833,15735,燭,日三鍾入,辱,而,蜀,,,,日開三之平,常三鍾入,,,3251,,而蜀反.六.,
2834,15746,燭,書三鍾入,束,書,蜀,,,,書開三魚平,常三鍾入,,,3252,,書蜀反.二.,
2835,15748,燭,以三鍾入,欲,余,蜀,,,,以開三魚平,常三鍾入,,,3253,,余蜀反.五.,
2836,15757,燭,澄三鍾入,躅,直,録,,,,澄開三蒸入,來三鍾入,,,3254,,躑躅.直録反.一.,
2837,15758,燭,來三鍾入,録,力,玉,,,,來開三蒸入,疑三C鍾入,,,3255,,力玉反.十一.,
2838,15772,燭,溪三C鍾入,曲,起,玉,,,,溪開三C之上,疑三C鍾入,,,3256,,起玉反.三.,
2839,15775,燭,知三鍾入,瘃,陟,玉,,,,知開三蒸入,疑三C鍾入,,,3257,,寒瘡.陟玉反.二.,
2840,15781,燭,船三鍾入,贖,神,燭,,,,船開三真平,章三鍾入,,,3259,,神燭反.一.,
2841,15782,燭,精三鍾入,足,即,玉,,,,精開三蒸入,疑三C鍾入,,,3258,,即玉反.一.,
2842,15784,燭,並三C鍾入,幞,房,玉,,,,並三C陽平,疑三C鍾入,,,3260,,帊.房玉反.一.,
2843,15785,燭,清三鍾入,促,七,玉,,,,清開三真入,疑三C鍾入,,,3261,,七玉反.一.,
2844,15789,燭,邪三鍾入,續,似,足,,玉,,邪開三之上,精三鍾入,,疑三C鍾入,3262,,似足反.三.,似玉反.三.
2845,15792,燭,心三鍾入,粟,相,玉,,,,心開三陽平,疑三C鍾入,,,3263,,相玉反.三.,
2846,15796,燭,幫三C鍾入,䪁,封,曲,,,,幫三C鍾平,溪三C鍾入,,,3264,,絡牛頭.封曲反.一.,
2847,15797,燭,徹三鍾入,梀,丑,録,,,,徹三尤上,來三鍾入,,,3265,,〻樗木.丑録反.一.,梀樗木.丑録反.一.
2848,15803,覺,見二江入,覺,古,嶽,,,,見一模上,疑二江入,,,3266,,古嶽反.又古孝反.八.,
2849,15818,覺,疑二江入,嶽,五,角,,,,疑一模上,見二江入,,,3267,,㦯作岳.五角反.三.,或作岳.五角反.三.
2850,15824,覺,崇二江入,浞,士,角,,,,崇開三之上,見二江入,,,3268,,水溼.士角反.五.,
2851,15834,覺,莊二江入,捉,側,角,,,,莊開三蒸入,見二江入,,,3269,,側角反.三.,
2852,15841,覺,生二江入,朔,所,角,,,,生開三魚上,見二江入,,,3270,,所角反.四.,
2853,15850,覺,知二江入,斲,丁,角,,,,端開四青平,見二江入,,,3271,,丁角反.八.,
2854,15863,覺,幫二江入,剥,北,角,,,,幫一登入,見二江入,,,3272,,落.北角反.五.,
2855,15874,覺,明二江入,邈,莫,角,,,,明一唐入,見二江入,,,3273,,逺.莫角反.二.,
2856,15881,覺,並二江入,雹,蒲,角,,,,並一模平,見二江入,,,3274,,雨氷.蒲角反.十.,雨冰.蒲角反.十.
2857,15897,覺,滂二江入,璞,匹,角,,,,滂三A真入,見二江入,,,3275,,〻玉.匹角反.五.,璞玉.匹角反.五.
2858,15907,覺,溪二江入,㱿,苦,角,,,,溪一模上,見二江入,,,3276,,皮甲.苦角反.七.,
2859,15919,覺,澄二江入,濁,直,角,,,,澄開三蒸入,見二江入,,,3277,,直角反.六.,
2860,15928,覺,影二江入,渥,扵,角,,,,影開三C魚平,見二江入,,,3278,,霑𣽈.扵角反.八.,霑濡.扵角反.八.
2861,15943,覺,孃二江入,搦,女,角,,,,孃開三魚上,見二江入,,,3279,,持.女角反.二.,
2862,15948,覺,徹二江入,逴,勑,角,,,,徹開三蒸入,見二江入,,,3280,,逺.一曰驚夜.勑角反.三.,
2863,15952,覺,來二江入,犖,吕,角,,,,來開三魚上,見二江入,,,3281,,牛雜色.吕角反.一.,
2864,15954,覺,匣二江入,學,戸,角,,,,匣一模上,見二江入,,,3282,,戸角反.四.,
2865,15961,覺,曉二江入,㕰,許,角,,,,曉開三C魚上,見二江入,,,3283,,怒聲.許角反.四.,
2866,15968,覺,初二江入,娖,測,角,,,,初開三蒸入,見二江入,,,3284,,辯.測角反.四.,
2867,15974,質,章開三真入,質,之,日,,,,章開三之平,日開三真入,,,3285,,之日反.七.,
2868,15986,質,日開三真入,日,人,質,,,,日開三真平,章開三真入,,,3286,,人質反.二.,
2869,15990,質,船開三真入,實,神,質,,,,船開三真平,章開三真入,,,3287,,神質反.一.,
2870,15991,質,澄開三真入,秩,直,質,,,,澄開三蒸入,章開三真入,,,3288,,直質反.三.,
2871,16000,質,心開三真入,悉,息,七,思,,,心開三蒸入,清開三真入,心開三之平,,3289,,息七反.二.,思七反.二.
2872,16003,質,影開三A真入,一,憶,質,,,,影開三C蒸入,章開三真入,,,3290,,憶質反.二.,
2873,16005,質,清開三真入,七,親,悉,,,,清開三真平,心開三真入,,,3291,,親悉反.五.,
2874,16014,質,滂三A真入,匹,譬,吉,,,,滂三A支去,見開三A真入,,,3292,,譬吉反.一.,
2875,16016,質,見開三A真入,吉,居,質,,,,見開三C魚平,章開三真入,,,3293,,居質反.二.,
2876,16020,質,孃開三真入,暱,尼,質,,,,孃開三脂平,章開三真入,,,3294,,近.尼質反.二.,
2877,16025,質,以開三真入,逸,夷,質,,,,以開三脂平,章開三真入,,,3295,,失.夷質反.六.,
2878,16036,質,溪開三A真入,詰,去,吉,,,,溪開三C魚去,見開三A真入,,,3296,,去吉反.一.,
2879,16039,質,曉開三A真入,欯,許,吉,,,,曉開三C魚上,見開三A真入,,,3297,,𥬇.許吉反.一.,
2880,16042,質,徹開三真入,抶,丑,栗,,,,徹三尤上,來開三真入,,,3298,,打.丑栗反.一.,
2881,16045,質,來開三真入,栗,力,質,,,,來開三蒸入,章開三真入,,,3299,,力質反.五.,
2882,16057,質,知開三真入,窒,陟,栗,,,,知開三蒸入,來開三真入,,,3300,,塞.陟栗反.又丁結反.四.,
2883,16067,質,清合三真入,焌,翠,恤,,,,清合三脂去,心合三真入,,,3334,,火焼.翠恤反.一.,火燒.翠恤反.一.
2884,16068,質,從開三真入,疾,秦,悉,,,,從開三真平,心開三真入,,,3301,,秦悉反.三.,
2885,16075,質,初開三臻入,㓼,初,栗,,,,初開三魚平,來開三真入,,,3302,,割聲.㦯作𠞩.初栗反.一.,割聲.或作𠞩.初栗反.一.
2886,16076,質,書開三真入,失,識,質,,,,書開三蒸入,章開三真入,,,3303,,識質反.二.,
2887,16078,質,精開三真入,堲,資,悉,,,,精開三脂平,心開三真入,,,3304,,〻周焼圡葬.資悉反.四.,堲周燒土葬.資悉反.四.
2888,16084,質,明三A真入,蜜,民,必,,,,明三A真平,幫三A真入,,,3305,,蜂.民必反.四.,
2889,16091,質,幫三A真入,必,卑,吉,,,,幫三A支平,見開三A真入,,,3306,,卑吉反.十.,
2890,16113,質,以合三真入,聿,餘,律,,,,以開三魚平,來合三真入,,,3326,,餘律反.七.,
2891,16128,質,精合三真入,卒,子,聿,,,,精開三之上,以合三真入,,,3327,,子聿反.又則骨反.一.,
2892,16131,質,心合三真入,䘏,辛,聿,,,,心開三真平,以合三真入,,,3328,,分賑.辛聿反.四.,
2893,16138,質,羣開三B真入,姞,巨,乙,,,,羣開三C魚上,影開三B真入,,,3307,,姓.一曰字.巨乙反.二.,
2894,16144,質,船合三真入,術,食,聿,,,,船開三蒸入,以合三真入,,,3323,,食聿反.四.,
2895,16151,質,見合三A真入,橘,居,蜜,,,,見開三C魚平,明三A真入,,,3324,,居蜜反.三.,
2896,16156,質,從合三真入,崒,聚,䘏,,,,從合三虞上,心合三真入,,,3325,,山髙.聚䘏反.二.,
2897,16159,質,並三A真入,邲,毗,必,,,,並三A脂平,幫三A真入,,,3308,,地名在鄭.毗必反.八.,
2898,16174,質,昌合三真入,出,尺,聿,,,,昌開三清入,以合三真入,,,3333,,尺聿反.又尺季反.一.,
2899,16175,質,羣合三A真入,𧽻,其,聿,,,,羣開三C之平,以合三真入,,,33138,,狂赱.其聿反.三.,狂走.其聿反.三.
2900,16181,質,曉合三A真入,䬂,許,聿,,,,曉開三C魚上,以合三真入,,,3336,,小風㒵.許聿反.三.,小風皃.許聿反.三.
2901,16186,質,來合三真入,律,吕,䘏,,恤,,來開三魚上,心合三真入,,,3329,,吕䘏反.四.,吕恤反.四.
2902,16193,質,知合三真入,㤕,竹,律,,,,知三東入,來合三真入,,,3331,,憂心㒵.竹律反.二.,憂心皃.竹律反.二.
2903,16198,質,澄合三真入,朮,直,律,,,,澄開三蒸入,來合三真入,,,3332,,藥名.㦯作𦬸.直律反.二.,藥名.或作𦬸.直律反.二.
2904,16201,質,徹合三真入,黜,丑,律,,,,徹三尤上,來合三真入,,,3330,,丑律反.三.,
2905,16208,質,云合三B真入,䫻,于,筆,,,,云合三C虞平,幫三B真入,,,3309,,風.于筆反.二.,
2906,16211,質,生合三真入,率,所,律,,,,生開三魚上,來合三真入,,,3310,,所律反.三.,
2907,16218,質,幫三B真入,筆,鄙,密,,,,幫三B脂上,明三B真入,,,3317,,鄙密反.二.,
2908,16222,質,明三B真入,密,美,筆,,,,明三B脂上,幫三B真入,,,3313,,美筆反.三.,
2909,16229,質,並三B真入,弼,房,律,,,,並三C陽平,來合三真入,,,3314,,房律反.二.,
2910,16235,質,影開三B真入,乙,扵,筆,,,,影開三C魚平,幫三B真入,,,3315,,扵筆反.二.,
2911,16238,質,疑開三B真入,耴,魚,乙,,,,疑開三C魚平,影開三B真入,,,3316,,聱耴魚鳥状.魚乙反.一.,聱䎲魚鳥狀.魚乙反.一.
2912,16248,物,明三C文入,物,無,弗,,,,明三C虞平,幫三C文入,,,3340,,無弗反.三.,
2913,16256,物,幫三C文入,弗,分,物,,,,幫三C文平,明三C文入,,,3341,,分物反.六.,
2914,16273,物,影合三C文入,欝,迂,物,,,,影合三C虞平,明三C文入,,,3342,,古作☒.迂物反.三.,古作鬱.迂物反.三.
2915,16281,物,見合三C文入,𠀔,九,勿,,物,,見三C尤上,明三C文入,,,3343,,無左臂.九勿反.又九月反.二.,無左臂.九物反.又九月反.二.
2916,16288,物,溪合三C文入,屈,區,物,,,,溪合三C虞平,明三C文入,,,3344,,區物反.又居物反.二.,
2917,16292,物,羣合三C文入,倔,衢,物,,,,羣合三C虞平,明三C文入,,,3345,,〻強.衢物反.五.,倔強.衢物反.五.
2918,16301,物,並三C文入,佛,符,弗,,,,並三C虞平,幫三C文入,,,3346,,符弗反.四.,
2919,16310,物,曉合三C文入,𩗛,許,物,,,,曉開三C魚上,明三C文入,,,3347,,疾風.許物反.二.,
2920,16315,物,云合三C文入,䬑,王,物,,,,云合三C陽平,明三C文入,,,3348,,風聲.王物反.二.,
2921,16318,物,滂三C文入,拂,敷,物,,,,滂三C虞平,明三C文入,,,3349,,敷物反.六.,
2922,16330,櫛,莊開三臻入,櫛,阻,瑟,,,,莊開三魚上,生開三臻入,,,3337,,梳.阻瑟反.三.,
2923,16333,櫛,生開三臻入,瑟,所,櫛,山,,,生開三魚上,莊開三臻入,生開二山平,,3338,,所櫛反.五.,山櫛反.五.
2924,16338,迄,曉開三C殷入,迄,許,訖,,,,曉開三C魚上,見開三C殷入,,,3351,,許訖反.四.,
2925,16345,迄,見開三C殷入,訖,居,乞,,,,見開三C魚平,溪開三C殷入,,,3352,,居乞反.二.,
