頁,行,音韻地位描述,聲調,韻目,序数,小韻,音類,字頭,釋義
13,21,並三B支平,平,支,717,23,並B,疲,.
13,22,並三B支平,平,支,718,23,並B,郫,郫氏縣在蜀.
13,26,常開三支平,平,支,722,24,常3開,提,飛.是支反.又弟泥反.三.
13,27,常開三支平,平,支,723,24,常3開,匙,.
13,28,常開三支平,平,支,724,24,常3開,堤,堤封頃畝.
13,37,日開三支平,平,支,733,25,日3開,兒,汝移反.一.
13,38,來開三支平,平,支,734,26,來3開,離,呂移反.十三.
13,39,來開三支平,平,支,735,26,來3開,籬,.
13,40,來開三支平,平,支,736,26,來3開,醨,酒薄.
13,41,來開三支平,平,支,737,26,來3開,罹,心憂.
13,42,來開三支平,平,支,738,26,來3開,璃,琉璃.
13,43,來開三支平,平,支,739,26,來3開,𣀷,陳.
13,44,來開三支平,平,支,740,26,來3開,驪,馬.
13,45,來開三支平,平,支,741,26,來3開,𪖂,小鼠相銜行.
13,46,來開三支平,平,支,742,26,來3開,樆,山梨.
13,47,來開三支平,平,支,743,26,來3開,鸝,黄鳥.
13,48,來開三支平,平,支,744,26,來3開,縭,婦人香纓.
13,50,來開三支平,平,支,746,26,來3開,蘺,茳蘺.
13,51,來開三支平,平,支,747,26,來3開,䕻,草木附地生皃.
14,10,從開三支平,平,支,764,27,從3開,疵,疾移反.三.
14,11,從開三支平,平,支,765,27,從3開,骴,鳥獸殘骨.
14,12,從開三支平,平,支,766,27,從3開,玼,玉病.
14,20,精開三支平,平,支,774,28,精3開,貲,貲財.即移反.七.
14,21,精開三支平,平,支,775,28,精3開,髭,口上毛.
14,22,精開三支平,平,支,776,28,精3開,鴜,水鳥.又疾移反.
14,23,精開三支平,平,支,777,28,精3開,𪕊,鼠似雞.
14,24,精開三支平,平,支,778,28,精3開,訾,思.
14,25,精開三支平,平,支,779,28,精3開,鮆,魚名.
14,26,精開三支平,平,支,780,28,精3開,𨝶,城名在北海.
14,37,見開三B支平,平,支,791,29,見B開,羈,馬絡頭.居宜反.五.
14,38,見開三B支平,平,支,792,29,見B開,畸,殘田.
14,39,見開三B支平,平,支,793,29,見B開,羇,寄.
14,40,見開三B支平,平,支,794,29,見B開,掎,掎角.
14,41,見開三B支平,平,支,795,29,見B開,攲,攲取物.
14,45,幫三A支平,平,支,799,30,幫A,𤰞,府移反.五.
14,46,幫三A支平,平,支,800,30,幫A,鵯,鵯鶋鳥.
14,47,幫三A支平,平,支,801,30,幫A,椑,木名似柿.
14,48,幫三A支平,平,支,802,30,幫A,箄,取魚具.
14,49,幫三A支平,平,支,803,30,幫A,裨,益.
14,56,並三A支平,平,支,810,31,並A,陴,城上女牆.符支反.五.
14,57,並三A支平,平,支,811,31,並A,裨,副將.
14,58,並三A支平,平,支,812,31,並A,脾,心脾.
15,1,並三A支平,平,支,813,31,並A,䴽,麴餅.
15,2,並三A支平,平,支,814,31,並A,埤,附.
15,6,書開三支平,平,支,818,32,書3開,絁,繒似布.式支反.三.
15,7,書開三支平,平,支,819,32,書3開,施,.
15,8,書開三支平,平,支,820,32,書3開,葹,草名拔心不死.
15,13,心開三支平,平,支,825,33,心3開,斯,息移反.十.
15,14,心開三支平,平,支,826,33,心3開,虒,似虎有角能入水行.
15,15,心開三支平,平,支,827,33,心3開,𩆵,小雨.
15,16,心開三支平,平,支,828,33,心3開,榹,桃.
15,17,心開三支平,平,支,829,33,心3開,㴲,涯.
15,18,心開三支平,平,支,830,33,心3開,廝,廝養.
15,19,心開三支平,平,支,831,33,心3開,凘,凌凘.
15,20,心開三支平,平,支,832,33,心3開,磃,舘名.
15,21,心開三支平,平,支,833,33,心3開,㾷,痠㾷疼痛.又斯齊反.
15,22,心開三支平,平,支,834,33,心3開,傂,傂祁地名在平陽.
15,38,初開三支平,平,支,850,34,初3開,差,楚宜反.又楚佳楚懈二反.一.
15,39,徹開三支平,平,支,851,35,徹3開,摛,丑知反.五.
15,40,徹開三支平,平,支,852,35,徹3開,螭,螭龍.
15,41,徹開三支平,平,支,853,35,徹3開,誺,不知.
15,42,徹開三支平,平,支,854,35,徹3開,魑,魑魅.
15,43,徹開三支平,平,支,855,35,徹3開,黐,所以黏鳥.
15,46,明三A支平,平,支,858,36,明A,彌,武移反.八.
15,48,明三A支平,平,支,860,36,明A,鸍,鴆鳥.
15,49,明三A支平,平,支,861,36,明A,擟,擟拘山名.
15,50,明三A支平,平,支,862,36,明A,獼,獼猴.
15,51,明三A支平,平,支,863,36,明A,麊,縣名在交阯.
15,52,明三A支平,平,支,864,36,明A,冞,深入.
15,53,明三A支平,平,支,865,36,明A,㜷,齊人呼母.
15,56,明三A支平,平,支,868,36,明A,䥸,鐮青州云.
16,1,清開三支平,平,支,871,37,清3開,雌,七移反.二.
16,2,清開三支平,平,支,872,37,清3開,𦙼,小腸.
16,6,知開三支平,平,支,876,38,知3開,知,陟移反.二.
16,7,知開三支平,平,支,877,38,知3開,蜘,蜘蛛.
16,10,影開三B支平,平,支,880,39,影B開,漪,於離反.五.
16,11,影開三B支平,平,支,881,39,影B開,猗,.
16,12,影開三B支平,平,支,882,39,影B開,椅,木名.
16,14,影開三B支平,平,支,884,39,影B開,禕,美.
16,15,影開三B支平,平,支,885,39,影B開,陭,陭氏縣在河東.
16,21,澄開三支平,平,支,891,40,澄3開,馳,直知反.六.
16,22,澄開三支平,平,支,892,40,澄3開,池,.
16,23,澄開三支平,平,支,893,40,澄3開,簃,連閣.
16,24,澄開三支平,平,支,894,40,澄3開,篪,樂器.
16,25,澄開三支平,平,支,895,40,澄3開,踟,踟蹰.
16,26,澄開三支平,平,支,896,40,澄3開,褫,蓐衣.
16,34,心合三支平,平,支,904,41,心3合,眭,姓.息爲反.一.
16,35,疑合三B支平,平,支,905,42,疑B合,危,魚爲反.三.
16,36,疑合三B支平,平,支,906,42,疑B合,㕒,厜㕒.
16,37,疑合三B支平,平,支,907,42,疑B合,洈,水名在南郡.
16,40,曉開三A支平,平,支,910,43,曉A開,訑,自多皃.香支反.一.
16,42,昌開三支平,平,支,912,44,昌3開,眵,目汁凝.叱支反.一.
16,44,生開三支平,平,支,914,45,生3開,釃,下酒.所宜反.又山爾反.二.
16,45,生開三支平,平,支,915,45,生3開,簁,下物.
16,50,生合三支平,平,支,920,46,生3合,䪎,鞌鞘.一曰垂皃.山垂反.一.
16,51,日合三支平,平,支,921,47,日3合,痿,濕病.一曰兩足不能相及.人垂反.又於佳反.一.
16,54,精合三支平,平,支,924,48,精3合,厜,厜㕒山巓狀.姊規反.三.
16,55,精合三支平,平,支,925,48,精3合,觜,星.
16,56,精合三支平,平,支,926,48,精3合,纗,細繩.
17,1,見合三A支平,平,支,929,49,見A合,槻,木名堪作弓.居隨反.四.
17,2,見合三A支平,平,支,930,49,見A合,規,圓.
17,3,見合三A支平,平,支,931,49,見A合,鬹,三足釜有柄.
17,4,見合三A支平,平,支,932,49,見A合,𨾚,鷤鴂別名.
17,7,精合三支平,平,支,935,50,精3合,劑,券.觜隨反.又在細反.一.
17,10,初合三支平,平,支,938,51,初3合,衰,楚危反.一.
17,11,知合三支平,平,支,939,52,知3合,腄,瘢胝.竹垂反.一.
17,20,章開三脂平,平,脂,948,1,章3開,脂,㫖夷反.三.
17,21,章開三脂平,平,脂,949,1,章3開,祗,敬.
17,23,章開三脂平,平,脂,951,1,章3開,砥,石.
17,31,以開三脂平,平,脂,959,2,羊3開,姨,以脂反.十一.
17,32,以開三脂平,平,脂,960,2,羊3開,彞,彞倫.
17,33,以開三脂平,平,脂,961,2,羊3開,寅,.
17,34,以開三脂平,平,脂,962,2,羊3開,夷,.
17,36,以開三脂平,平,脂,964,2,羊3開,痍,瘢.
17,38,以開三脂平,平,脂,966,2,羊3開,恞,恱樂.
17,39,以開三脂平,平,脂,967,2,羊3開,䧅,隇䧅.
17,40,以開三脂平,平,脂,968,2,羊3開,荑,莁荑.
17,41,以開三脂平,平,脂,969,2,羊3開,桋,木名.
17,42,以開三脂平,平,脂,970,2,羊3開,蛦,𧏿蛦.
17,43,以開三脂平,平,脂,971,2,羊3開,胰,夾脊肉.
17,55,生開三脂平,平,脂,983,3,生3開,師,疎脂反.二.
17,56,生開三脂平,平,脂,984,3,生3開,鰤,老魚.
18,3,並三A脂平,平,脂,989,4,並A,毗,房脂反.十二.
18,4,並三A脂平,平,脂,990,4,並A,比,又必履婢四扶必三反.
18,5,並三A脂平,平,脂,991,4,並A,琵,琵琶.
18,6,並三A脂平,平,脂,992,4,並A,㮰,楣.又方奚反.
18,7,並三A脂平,平,脂,993,4,並A,芘,䔧芘荆藩.
18,8,並三A脂平,平,脂,994,4,並A,沘,水名在楚.
18,10,並三A脂平,平,脂,996,4,並A,貔,獸.
18,11,並三A脂平,平,脂,997,4,並A,膍,牛百葉.
18,12,並三A脂平,平,脂,998,4,並A,蚍,蚍蜉.
18,13,並三A脂平,平,脂,999,4,並A,枇,枇杷.
18,14,並三A脂平,平,脂,1000,4,並A,仳,仳倠醜女.
18,16,並三A脂平,平,脂,1002,4,並A,𨈚,䠸𨈚.
18,24,精開三脂平,平,脂,1010,5,精3開,咨,即脂反.八.
18,25,精開三脂平,平,脂,1011,5,精3開,資,.
18,26,精開三脂平,平,脂,1012,5,精3開,粢,祭飯.
18,27,精開三脂平,平,脂,1013,5,精3開,𪗋,𪗋衰.
18,28,精開三脂平,平,脂,1014,5,精3開,諮,.
18,29,精開三脂平,平,脂,1015,5,精3開,姿,儀.
18,30,精開三脂平,平,脂,1016,5,精3開,齍,黍稷在器.
18,31,精開三脂平,平,脂,1017,5,精3開,澬,水名在邵陵.
18,35,見開三B脂平,平,脂,1021,6,見B開,飢,居脂反.二.
18,38,見開三B脂平,平,脂,1024,6,見B開,肌,.
18,40,昌開三脂平,平,脂,1026,7,昌3開,鴟,鳥.處脂反.二.
18,41,昌開三脂平,平,脂,1027,7,昌3開,胵,膍胵.
18,45,徹開三脂平,平,脂,1031,8,徹3開,絺,丑脂反.三.
18,46,徹開三脂平,平,脂,1032,8,徹3開,辴,笑皃.又勑辰反.
18,47,徹開三脂平,平,脂,1033,8,徹3開,郗,.
18,50,清開三脂平,平,脂,1036,9,清3開,郪,縣名在廣陵.取私反.三.
18,51,清開三脂平,平,脂,1037,9,清3開,趑,趑趄.
18,52,清開三脂平,平,脂,1038,9,清3開,𨌅,却車抵階.
18,56,從開三脂平,平,脂,1042,10,從3開,茨,疾脂反.六.
18,57,從開三脂平,平,脂,1043,10,從3開,薋,蒺藜.
18,58,從開三脂平,平,脂,1044,10,從3開,餈,飯餅.
19,1,從開三脂平,平,脂,1045,10,從3開,垐,以土増道.
19,2,從開三脂平,平,脂,1046,10,從3開,䆅,積.
19,3,從開三脂平,平,脂,1047,10,從3開,𧓉,𧓉螬.
19,10,孃開三脂平,平,脂,1054,11,娘3開,尼,女脂反.三.
19,11,孃開三脂平,平,脂,1055,11,娘3開,柅,木名.
19,12,孃開三脂平,平,脂,1056,11,娘3開,怩,忸怩.
19,17,澄開三脂平,平,脂,1061,12,澄3開,墀,直尼反.六.
19,19,澄開三脂平,平,脂,1063,12,澄3開,坻,小渚.
19,20,澄開三脂平,平,脂,1064,12,澄3開,泜,水名陳餘死處.
19,21,澄開三脂平,平,脂,1065,12,澄3開,遲,又直利反.
19,23,澄開三脂平,平,脂,1067,12,澄3開,蚳,蟻卵.
19,27,澄開三脂平,平,脂,1071,12,澄3開,岻,山名.
19,32,心開三脂平,平,脂,1076,13,心3開,私,息脂反.二.
19,33,心開三脂平,平,脂,1077,13,心3開,鋖,平木器.
19,37,書開三脂平,平,脂,1081,14,書3開,尸,式脂反.四.
19,38,書開三脂平,平,脂,1082,14,書3開,鳲,鳲鳩.
19,39,書開三脂平,平,脂,1083,14,書3開,屍,.
19,40,書開三脂平,平,脂,1084,14,書3開,蓍,.
19,41,羣開三B脂平,平,脂,1085,15,群B開,鬐,馬項上鬐.渠脂反.六.
19,42,羣開三B脂平,平,脂,1086,15,群B開,耆,.
19,44,羣開三B脂平,平,脂,1088,15,群B開,𨪌,衛軸鐵.
19,45,羣開三B脂平,平,脂,1089,15,群B開,鰭,魚脊上骨.
19,46,羣開三B脂平,平,脂,1090,15,群B開,鮨,鮓.
19,47,羣開三B脂平,平,脂,1091,15,群B開,祁,盛皃.又縣名在太原.又市支反.
19,52,影開三A脂平,平,脂,1096,16,影A開,伊,於脂反.三.
19,53,影開三A脂平,平,脂,1097,16,影A開,咿,喔咿.
19,54,影開三A脂平,平,脂,1098,16,影A開,蛜,蛜蝛.
19,56,來開三脂平,平,脂,1100,17,來3開,梨,力脂反.七.
19,57,來開三脂平,平,脂,1101,17,來3開,𠠍,直破.
19,58,來開三脂平,平,脂,1102,17,來3開,䅻,禾二把長沙云.
20,1,來開三脂平,平,脂,1103,17,來3開,秜,稻死來年更生.
20,2,來開三脂平,平,脂,1104,17,來3開,蜊,蛤蜊.
20,3,來開三脂平,平,脂,1105,17,來3開,䔧,蒺䔧.
20,4,來開三脂平,平,脂,1106,17,來3開,犂,牛駁.
20,16,羣合三A脂平,平,脂,1118,18,群A合,葵,渠隹反.三.
20,17,羣合三A脂平,平,脂,1119,18,群A合,鄈,鄈丘地名在陳留.又地名在河東漢祭后土處.
20,18,羣合三A脂平,平,脂,1120,18,群A合,楑,柊楑.
20,23,知合三脂平,平,脂,1125,19,知3合,追,陟隹反.一.
20,26,見合三B脂平,平,脂,1128,20,見B合,龜,居追反.二.
20,27,見合三B脂平,平,脂,1129,20,見B合,䟸,脚曲.
20,30,日合三脂平,平,脂,1132,21,日3合,蕤,儒隹反.三.
20,31,日合三脂平,平,脂,1133,21,日3合,緌,纓緌.
20,32,日合三脂平,平,脂,1134,21,日3合,桵,白桵木名.
20,38,生合三脂平,平,脂,1140,22,生3合,衰,所追反.三.
20,39,生合三脂平,平,脂,1141,22,生3合,榱,屋橑.
20,40,生合三脂平,平,脂,1142,22,生3合,𤸬,病.
20,41,以合三脂平,平,脂,1143,23,羊3合,惟,以隹反.八.
20,42,以合三脂平,平,脂,1144,23,羊3合,𣄧,旌.
20,43,以合三脂平,平,脂,1145,23,羊3合,壝,埒.
20,44,以合三脂平,平,脂,1146,23,羊3合,維,.
20,45,以合三脂平,平,脂,1147,23,羊3合,琟,石似玉.
20,46,以合三脂平,平,脂,1148,23,羊3合,遺,.
20,47,以合三脂平,平,脂,1149,23,羊3合,濰,水名在琅邪.
20,48,以合三脂平,平,脂,1150,23,羊3合,唯,獨.
20,51,來合三脂平,平,脂,1153,24,來3合,㶟,水名.力追反.七.
20,52,來合三脂平,平,脂,1154,24,來3合,纍,索.
20,53,來合三脂平,平,脂,1155,24,來3合,虆,蔓.
20,54,來合三脂平,平,脂,1156,24,來3合,𡤯,𡤯祖黄帝妻.
20,55,來合三脂平,平,脂,1157,24,來3合,欙,山行乘欙.
20,56,來合三脂平,平,脂,1158,24,來3合,𤜖,求子牛.
20,57,來合三脂平,平,脂,1159,24,來3合,㠥,㟪㠥.又力罪反.
21,10,心合三脂平,平,脂,1170,25,心3合,綏,安.息遺反.六.
21,11,心合三脂平,平,脂,1171,25,心3合,雖,.
21,12,心合三脂平,平,脂,1172,25,心3合,葰,胡葰.
21,14,心合三脂平,平,脂,1174,25,心3合,浽,浽溦小雨.
21,18,心合三脂平,平,脂,1178,25,心3合,睢,水名在梁郡.又許葵反.
21,20,心合三脂平,平,脂,1180,25,心3合,䅑,禾四把長沙云.
21,24,羣合三B脂平,平,脂,1184,26,群B合,逵,渠追反.五.
21,25,羣合三B脂平,平,脂,1185,26,群B合,夔,夔龍.俗作𩠮.
21,26,羣合三B脂平,平,脂,1186,26,群B合,騤,馬行皃.
21,27,羣合三B脂平,平,脂,1187,26,群B合,馗,.
21,28,羣合三B脂平,平,脂,1188,26,群B合,戣,兵器.
21,40,明三B脂平,平,脂,1200,27,明B,眉,武悲反.九.
21,41,明三B脂平,平,脂,1201,27,明B,湄,水湄.
21,42,明三B脂平,平,脂,1202,27,明B,楣,戸楣.
21,43,明三B脂平,平,脂,1203,27,明B,瑂,石似玉.
21,44,明三B脂平,平,脂,1204,27,明B,矀,伺視.
21,45,明三B脂平,平,脂,1205,27,明B,䉠,竹名.又無非反.
21,46,明三B脂平,平,脂,1206,27,明B,黴,黴黧垢腐皃.又莫背反.
21,47,明三B脂平,平,脂,1207,27,明B,麋,.
21,48,明三B脂平,平,脂,1208,27,明B,蘪,蘪蕪.
21,55,幫三B脂平,平,脂,1215,28,幫B,悲,府眉反.一.
21,56,章合三脂平,平,脂,1216,29,章3合,錐,職追反.六.
21,57,章合三脂平,平,脂,1217,29,章3合,隹,.
21,58,章合三脂平,平,脂,1218,29,章3合,𪋇,鹿一歳.
22,1,章合三脂平,平,脂,1219,29,章3合,鵻,鳥名.
22,2,章合三脂平,平,脂,1220,29,章3合,騅,馬色.
22,3,章合三脂平,平,脂,1221,29,章3合,萑,木名似桂.
22,5,常合三脂平,平,脂,1223,30,常3合,誰,視隹反.二.
22,6,常合三脂平,平,脂,1224,30,常3合,脽,坐處.
22,7,云合三B脂平,平,脂,1225,31,云3合,帷,洧悲反.一.
22,8,並三B脂平,平,脂,1226,32,並B,邳,下邳縣.符悲反.三.
22,11,並三B脂平,平,脂,1229,32,並B,岯,山.
22,12,並三B脂平,平,脂,1230,32,並B,魾,大鱗.
22,15,滂三B脂平,平,脂,1233,33,滂B,丕,普悲反.五.
22,17,滂三B脂平,平,脂,1235,33,滂B,伾,有力.
22,18,滂三B脂平,平,脂,1236,33,滂B,秠,黑黍.
22,19,滂三B脂平,平,脂,1237,33,滂B,䪹,大面.
22,20,滂三B脂平,平,脂,1238,33,滂B,駓,桃花馬色.
22,26,曉合三A脂平,平,脂,1244,34,曉A合,倠,仳倠.許維反.一.
22,30,澄合三脂平,平,脂,1248,35,澄3合,鎚,直追反.三.
22,31,澄合三脂平,平,脂,1249,35,澄3合,槌,.
22,32,澄合三脂平,平,脂,1250,35,澄3合,顀,頭亞.
22,35,昌合三脂平,平,脂,1253,36,昌3合,推,尺隹反.一.
22,38,知開三脂平,平,脂,1256,37,知3開,胝,皮厚.丁私反.二.
22,39,知開三脂平,平,脂,1257,37,知3開,秪,穀始熟.
22,40,滂三A脂平,平,脂,1258,38,滂A,紕,繒欲壞.匹夷反.一.
22,43,精合三脂平,平,脂,1261,39,精3合,嗺,高皃.醉綏反.二.
22,44,精合三脂平,平,脂,1262,39,精3合,檇,以木有所擣.春秋越敗呉於檇李.
22,45,溪合三B脂平,平,脂,1263,40,溪B合,巋,小山而衆.丘追反.又丘誄反.一.
22,48,疑開三B脂平,平,脂,1266,41,疑B開,狋,犬怒皃.牛肌反.又巨貟反.一.
22,52,章開三之平,平,之,1270,1,章3,之,止而反.二.
22,53,章開三之平,平,之,1271,1,章3,芝,.
22,56,以開三之平,平,之,1274,2,羊3,飴,與之反.十二.
22,57,以開三之平,平,之,1275,2,羊3,怡,.
23,1,以開三之平,平,之,1277,2,羊3,圯,圯橋名.
23,2,以開三之平,平,之,1278,2,羊3,貽,貺遺.
23,3,以開三之平,平,之,1279,2,羊3,頤,.
23,4,以開三之平,平,之,1280,2,羊3,詒,詒言.
23,5,以開三之平,平,之,1281,2,羊3,㺿,玉名.
23,6,以開三之平,平,之,1282,2,羊3,𥦐,室東北隅.
23,7,以開三之平,平,之,1283,2,羊3,沶,水名.
23,8,以開三之平,平,之,1284,2,羊3,𦚟,豕息肉.
23,9,以開三之平,平,之,1285,2,羊3,䱌,魚名.
23,10,以開三之平,平,之,1286,2,羊3,姬,王妻別稱.
23,22,常開三之平,平,之,1298,3,常3,時,市之反.三.
23,23,常開三之平,平,之,1299,3,常3,塒,鑿垣栖雞.
23,24,常開三之平,平,之,1300,3,常3,鼭,鼠.
23,27,疑開三C之平,平,之,1303,4,疑3,疑,語基反.二.
23,28,疑開三C之平,平,之,1304,4,疑3,㠜,九㠜山.
23,31,心開三之平,平,之,1307,5,心3,思,息兹反.九.
23,32,心開三之平,平,之,1308,5,心3,司,.
23,33,心開三之平,平,之,1309,5,心3,罳,罘罳.
23,34,心開三之平,平,之,1310,5,心3,絲,.
23,35,心開三之平,平,之,1311,5,心3,伺,候.
23,36,心開三之平,平,之,1312,5,心3,緦,緦麻.
23,37,心開三之平,平,之,1313,5,心3,楒,相楒木.
23,38,心開三之平,平,之,1314,5,心3,𥯨,竹有毒傷人即死.
23,39,心開三之平,平,之,1315,5,心3,禗,不安欲去意.
23,43,初開三之平,平,之,1319,6,初3,輜,楚治反.又側治反.二.
23,44,初開三之平,平,之,1320,6,初3,颸,風.
23,45,羣開三C之平,平,之,1321,7,群3,其,渠之反.十八.
23,46,羣開三C之平,平,之,1322,7,群3,期,.
23,47,羣開三C之平,平,之,1323,7,群3,旗,.
23,48,羣開三C之平,平,之,1324,7,群3,萁,豆莖.
23,49,羣開三C之平,平,之,1325,7,群3,騏,馬青黎色.
23,50,羣開三C之平,平,之,1326,7,群3,蜝,蟛蜝似蟹.
23,51,羣開三C之平,平,之,1327,7,群3,琪,玉.
23,52,羣開三C之平,平,之,1328,7,群3,綦,履飾.
23,53,羣開三C之平,平,之,1329,7,群3,麒,.
23,54,羣開三C之平,平,之,1330,7,群3,淇,水名.
23,55,羣開三C之平,平,之,1331,7,群3,䳢,鳥名.
23,56,羣開三C之平,平,之,1332,7,群3,藄,紫藄似蕨.
23,57,羣開三C之平,平,之,1333,7,群3,錤,鎡錤.
23,58,羣開三C之平,平,之,1334,7,群3,棊,弈.
24,2,羣開三C之平,平,之,1336,7,群3,𤪌,弁飾.
24,3,羣開三C之平,平,之,1337,7,群3,鯕,編魚.
24,4,羣開三C之平,平,之,1338,7,群3,祺,福祥.
24,5,羣開三C之平,平,之,1339,7,群3,綨,白蒼色.
24,10,書開三之平,平,之,1344,8,書3,詩,書之反.二.
24,11,書開三之平,平,之,1345,8,書3,邿,地名.
24,14,日開三之平,平,之,1348,9,日3,而,如之反.十二.
24,15,日開三之平,平,之,1349,9,日3,栭,木名子似栗而細.一曰梁上柱.
24,16,日開三之平,平,之,1350,9,日3,𣚊,木耳.
24,17,日開三之平,平,之,1351,9,日3,𨼏,地名.又峻坂.
24,18,日開三之平,平,之,1352,9,日3,𨎪,車.
24,19,日開三之平,平,之,1353,9,日3,𦠌,煮熟.
24,20,日開三之平,平,之,1354,9,日3,洏,連洏涕流皃.
24,21,日開三之平,平,之,1355,9,日3,鮞,魚子.
24,22,日開三之平,平,之,1356,9,日3,耏,多毛.
24,24,日開三之平,平,之,1358,9,日3,咡,吻.
24,25,日開三之平,平,之,1359,9,日3,䎠,丸之熟.
24,26,日開三之平,平,之,1360,9,日3,誀,誘.
24,28,溪開三C之平,平,之,1362,10,溪3,欺,詐.去其反.五.
24,29,溪開三C之平,平,之,1363,10,溪3,娸,姓.一曰醜.
24,30,溪開三C之平,平,之,1364,10,溪3,䫥,大頭.
24,31,溪開三C之平,平,之,1365,10,溪3,䫏,方相.
24,32,溪開三C之平,平,之,1366,10,溪3,僛,舞皃.
24,34,見開三C之平,平,之,1368,11,見3,姬,居之反.七.
24,35,見開三C之平,平,之,1369,11,見3,朞,.
24,36,見開三C之平,平,之,1370,11,見3,基,.
24,37,見開三C之平,平,之,1371,11,見3,箕,.
24,38,見開三C之平,平,之,1372,11,見3,𦸀,菜似蕨.
24,39,見開三C之平,平,之,1373,11,見3,䇫,可以取蟣.
24,40,見開三C之平,平,之,1374,11,見3,諆,謀.詩云周爰諮諆.
24,41,邪開三之平,平,之,1375,12,邪3,詞,似兹反.五.
24,42,邪開三之平,平,之,1376,12,邪3,詞,祭.
24,43,邪開三之平,平,之,1377,12,邪3,柌,鎌柄.
24,44,邪開三之平,平,之,1378,12,邪3,辭,理訟.
24,45,邪開三之平,平,之,1379,12,邪3,辤,讓而不受.
24,46,來開三之平,平,之,1380,13,來3,釐,理.一曰福.里之反.七.
24,47,來開三之平,平,之,1381,13,來3,貍,.
24,48,來開三之平,平,之,1382,13,來3,氂,十毫.
24,49,來開三之平,平,之,1383,13,來3,剺,剥.
24,50,來開三之平,平,之,1384,13,來3,嫠,無夫.
24,51,來開三之平,平,之,1385,13,來3,梩,徙土轝.字出六韜.又都皆反.
24,52,來開三之平,平,之,1386,13,來3,犛,牛.又莫交反.
25,1,莊開三之平,平,之,1393,14,莊3,甾,側持反.八.
25,3,莊開三之平,平,之,1395,14,莊3,淄,水名.
25,4,莊開三之平,平,之,1396,14,莊3,輜,車.又楚治反.
25,5,莊開三之平,平,之,1397,14,莊3,錙,錙銖.
25,7,莊開三之平,平,之,1399,14,莊3,緇,黑繒.
25,8,莊開三之平,平,之,1400,14,莊3,鶅,東方名鴙.
25,9,莊開三之平,平,之,1401,14,莊3,椔,木立死.
25,10,莊開三之平,平,之,1402,14,莊3,鯔,魚名.
